DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-17 23:46:00,0.446,0.38,246.55,2.4,0,1,0
2006-12-17 23:47:00,0.444,0.38,246.62,2.4,0,1,0
2006-12-17 23:48:00,0.442,0.374,245.99,2.2,0,2,0
2006-12-17 23:49:00,0.44,0.372,245.49,2.2,0,1,0
2006-12-17 23:50:00,0.388,0.292,244.78,2,0,1,0
2006-12-17 23:51:00,0.366,0.26,244.86,1.8,0,1,0
2006-12-17 23:52:00,0.364,0.256,244.42,1.8,0,1,0
2006-12-17 23:53:00,0.366,0.258,244.8,1.8,0,1,0
2006-12-17 23:54:00,0.284,0.134,245.61,1.2,0,2,0
2006-12-17 23:55:00,0.276,0.122,245.63,1.2,0,1,0
2006-12-17 23:56:00,0.274,0.118,244.57,1.2,0,1,0
2006-12-17 23:57:00,0.274,0.116,244.19,1.2,0,1,0
2006-12-17 23:58:00,0.274,0.12,244.82,1.2,0,1,0
2006-12-17 23:59:00,0.276,0.12,244.89,1.2,0,1,0
2006-12-18 00:00:00,0.278,0.126,246.17,1.2,0,2,0
2006-12-18 00:01:00,0.238,0.056,246.4,1,0,0,0
2006-12-18 00:02:00,0.208,0,246.46,0.8,0,0,0
2006-12-18 00:03:00,0.206,0,245.94,0.8,0,0,0
2006-12-18 00:04:00,0.206,0,245.98,0.8,0,0,0
2006-12-18 00:05:00,0.206,0,245.56,0.8,0,0,0
2006-12-18 00:06:00,0.204,0,245.22,0.8,0,0,0
2006-12-18 00:07:00,0.204,0,244.14,0.8,0,0,0
2006-12-18 00:08:00,0.212,0,244,1,0,0,0
2006-12-18 00:09:00,0.316,0.134,244.62,1.4,0,0,0
2006-12-18 00:10:00,0.308,0.132,244.61,1.4,0,0,0
2006-12-18 00:11:00,0.306,0.134,244.97,1.4,0,0,0
2006-12-18 00:12:00,0.306,0.136,245.51,1.4,0,0,0
2006-12-18 00:13:00,0.306,0.14,246.37,1.4,0,0,0
2006-12-18 00:14:00,0.306,0.14,246.42,1.4,0,0,0
2006-12-18 00:15:00,0.302,0.14,246.11,1.4,0,0,0
2006-12-18 00:16:00,0.302,0.14,246.32,1.4,0,0,0
2006-12-18 00:17:00,0.3,0.136,245.61,1.4,0,0,0
2006-12-18 00:18:00,0.3,0.138,245.86,1.4,0,0,0
2006-12-18 00:19:00,0.302,0.142,246.73,1.4,0,0,0
2006-12-18 00:20:00,0.3,0.136,245.53,1.4,0,0,0
2006-12-18 00:21:00,0.316,0.138,244.92,1.6,0,0,0
2006-12-18 00:22:00,0.376,0.24,244.78,1.8,0,0,0
2006-12-18 00:23:00,0.374,0.238,244.49,1.8,0,0,0
2006-12-18 00:24:00,0.372,0.236,244.02,1.8,0,0,0
2006-12-18 00:25:00,0.372,0.236,243.92,1.8,0,0,0
2006-12-18 00:26:00,0.372,0.236,244.04,1.8,0,0,0
2006-12-18 00:27:00,0.368,0.234,243.56,1.8,0,0,0
2006-12-18 00:28:00,0.368,0.234,243.87,1.8,0,0,0
2006-12-18 00:29:00,0.366,0.234,243.73,1.8,0,0,0
2006-12-18 00:30:00,0.366,0.234,243.6,1.8,0,0,0
2006-12-18 00:31:00,0.342,0.2,243.19,1.6,0,0,0
2006-12-18 00:32:00,0.294,0.132,244.16,1.2,0,0,0
2006-12-18 00:33:00,0.23,0,244.14,1,0,0,0
2006-12-18 00:34:00,0.202,0,243.24,0.8,0,0,0
2006-12-18 00:35:00,0.202,0,243.47,0.8,0,0,0
2006-12-18 00:36:00,0.202,0,243.71,0.8,0,0,0
2006-12-18 00:37:00,0.204,0,244.17,0.8,0,0,0
2006-12-18 00:38:00,0.204,0,244.46,0.8,0,0,0
2006-12-18 00:39:00,0.204,0,244.92,0.8,0,0,0
2006-12-18 00:40:00,0.206,0,245.31,0.8,0,0,0
2006-12-18 00:41:00,0.204,0,244.02,0.8,0,0,0
2006-12-18 00:42:00,0.204,0,243.88,0.8,0,0,0
2006-12-18 00:43:00,0.202,0,243.94,0.8,0,0,0
2006-12-18 00:44:00,0.202,0,243.78,0.8,0,0,0
2006-12-18 00:45:00,0.202,0,243.79,0.8,0,0,0
2006-12-18 00:46:00,0.202,0,243.15,0.8,0,0,0
2006-12-18 00:48:00,0.3,0.1,244.15,1.4,0,0,0
2006-12-18 00:49:00,0.31,0.134,245.12,1.4,0,0,0
2006-12-18 00:50:00,0.308,0.134,245.27,1.4,0,0,0
2006-12-18 00:51:00,0.306,0.136,245.61,1.4,0,0,0
2006-12-18 00:52:00,0.304,0.132,244.63,1.4,0,0,0
2006-12-18 00:53:00,0.3,0.13,244.2,1.4,0,0,0
2006-12-18 00:54:00,0.3,0.128,243.98,1.4,0,0,0
2006-12-18 00:55:00,0.296,0.122,242.81,1.2,0,0,0
2006-12-18 00:56:00,0.296,0.124,242.92,1.2,0,0,0
2006-12-18 00:57:00,0.296,0.126,243.36,1.2,0,0,0
2006-12-18 00:58:00,0.296,0.126,243.64,1.2,0,0,0
2006-12-18 00:59:00,0.296,0.13,244.18,1.2,0,0,0
2006-12-18 01:00:00,0.296,0.13,244.05,1.2,0,0,0
2006-12-18 01:01:00,0.298,0.132,244.43,1.2,0,0,0
2006-12-18 01:02:00,0.298,0.132,244.5,1.2,0,0,0
2006-12-18 01:03:00,0.324,0.146,243.95,1.6,0,0,0
2006-12-18 01:04:00,0.372,0.234,243.72,1.8,0,0,0
2006-12-18 01:05:00,0.372,0.234,243.74,1.8,0,0,0
2006-12-18 01:06:00,0.372,0.232,243.46,1.8,0,0,0
2006-12-18 01:07:00,0.368,0.226,242.39,1.8,0,0,0
2006-12-18 01:08:00,0.368,0.226,242.17,1.8,0,0,0
2006-12-18 01:09:00,0.368,0.23,242.92,1.8,0,0,0
2006-12-18 01:10:00,0.348,0.202,243.36,1.6,0,0,0
2006-12-18 01:11:00,0.276,0.096,243.61,1.2,0,0,0
2006-12-18 01:12:00,0.274,0.096,243.19,1.2,0,0,0
2006-12-18 01:13:00,0.226,0,242.83,1,0,0,0
2006-12-18 01:14:00,0.292,0.094,243.06,1.4,0,0,0
2006-12-18 01:15:00,0.292,0.112,242.82,1.2,0,2,0
2006-12-18 01:16:00,0.292,0.112,242.98,1.2,0,1,0
2006-12-18 01:17:00,0.294,0.116,243.98,1.2,0,2,0
2006-12-18 01:18:00,0.292,0.116,243.65,1.2,0,1,0
2006-12-18 01:19:00,0.29,0.114,243.23,1.2,0,2,0
2006-12-18 01:20:00,0.29,0.114,243.4,1.2,0,1,0
2006-12-18 01:21:00,0.288,0.114,243.1,1.2,0,2,0
2006-12-18 01:22:00,0.286,0.112,242.85,1.2,0,1,0
2006-12-18 01:23:00,0.286,0.114,243.32,1.2,0,2,0
2006-12-18 01:24:00,0.284,0.112,243.11,1.2,0,1,0
2006-12-18 01:25:00,0.282,0.11,242.32,1.2,0,1,0
2006-12-18 01:26:00,0.398,0.246,242.31,2,0,2,0
2006-12-18 01:27:00,0.382,0.244,241.97,1.8,0,1,0
2006-12-18 01:28:00,0.38,0.246,242.51,1.8,0,1,0
2006-12-18 01:29:00,0.376,0.246,242.4,1.8,0,1,0
2006-12-18 01:30:00,0.374,0.246,242.29,1.8,0,2,0
2006-12-18 01:31:00,0.372,0.246,242.21,1.8,0,1,0
2006-12-18 01:32:00,0.372,0.25,242.9,1.8,0,1,0
2006-12-18 01:33:00,0.37,0.25,242.87,1.8,0,1,0
2006-12-18 01:34:00,0.37,0.252,243.57,1.8,0,2,0
2006-12-18 01:35:00,0.37,0.256,244.26,1.8,0,1,0
2006-12-18 01:36:00,0.37,0.258,244.38,1.8,0,1,0
2006-12-18 01:37:00,0.37,0.256,244,1.8,0,1,0
2006-12-18 01:38:00,0.368,0.256,244.24,1.8,0,1,0
2006-12-18 01:39:00,0.368,0.256,244.12,1.8,0,2,0
2006-12-18 01:40:00,0.368,0.254,244.02,1.8,0,1,0
2006-12-18 01:41:00,0.328,0.184,244.45,1.6,0,0,0
2006-12-18 01:42:00,0.298,0.134,244.82,1.4,0,0,0
2006-12-18 01:43:00,0.296,0.132,244.34,1.2,0,0,0
2006-12-18 01:44:00,0.296,0.13,243.95,1.2,0,0,0
2006-12-18 01:45:00,0.294,0.124,242.93,1.2,0,0,0
2006-12-18 01:46:00,0.374,0.21,242.44,1.8,0,0,0
2006-12-18 01:47:00,0.28,0.094,242.84,1.2,0,0,0
2006-12-18 01:48:00,0.28,0.096,243.36,1.2,0,0,0
2006-12-18 01:49:00,0.282,0.098,244.19,1.2,0,0,0
2006-12-18 01:50:00,0.282,0.1,244.63,1.2,0,0,0
2006-12-18 01:51:00,0.28,0.1,244.85,1.2,0,0,0
2006-12-18 01:52:00,0.28,0.102,244.91,1.2,0,0,0
2006-12-18 01:53:00,0.276,0.096,243.6,1.2,0,0,0
2006-12-18 01:55:00,0.218,0,244.18,1,0,0,0
2006-12-18 01:56:00,0.204,0,243.93,0.8,0,0,0
2006-12-18 01:57:00,0.204,0,244.55,0.8,0,0,0
2006-12-18 01:58:00,0.206,0,244.85,0.8,0,0,0
2006-12-18 01:59:00,0.208,0,244.54,0.8,0,0,0
2006-12-18 02:00:00,0.21,0,244.2,0.8,0,0,0
2006-12-18 02:01:00,0.21,0,245.21,0.8,0,0,0
2006-12-18 02:02:00,0.278,0.07,245.48,1.2,0,0,0
2006-12-18 02:03:00,0.314,0.132,244.47,1.4,0,0,0
2006-12-18 02:04:00,0.312,0.138,245.83,1.4,0,0,0
2006-12-18 02:05:00,0.312,0.142,246.78,1.4,0,0,0
2006-12-18 02:06:00,0.312,0.146,247.33,1.4,0,0,0
2006-12-18 02:07:00,0.312,0.15,247.97,1.4,0,0,0
2006-12-18 02:08:00,0.312,0.15,248.05,1.4,0,0,0
2006-12-18 02:09:00,0.31,0.15,248.08,1.4,0,0,0
2006-12-18 02:10:00,0.308,0.15,248.07,1.4,0,0,0
2006-12-18 02:11:00,0.304,0.142,246.45,1.4,0,0,0
2006-12-18 02:12:00,0.304,0.142,246.49,1.4,0,0,0
2006-12-18 02:13:00,0.304,0.144,246.88,1.4,0,0,0
2006-12-18 02:14:00,0.302,0.142,246.46,1.4,0,0,0
2006-12-18 02:15:00,0.302,0.144,246.8,1.4,0,0,0
2006-12-18 02:16:00,0.304,0.144,247.15,1.4,0,0,0
2006-12-18 02:17:00,0.304,0.146,247.51,1.4,0,0,0
2006-12-18 02:18:00,0.304,0.144,247.19,1.4,0,0,0
2006-12-18 02:19:00,0.304,0.146,247.18,1.4,0,0,0
2006-12-18 02:20:00,0.302,0.144,246.97,1.4,0,0,0
2006-12-18 02:21:00,0.302,0.14,246.31,1.4,0,0,0
2006-12-18 02:22:00,0.24,0.048,246.56,1,0,0,0
2006-12-18 02:23:00,0.21,0,246.98,0.8,0,0,0
2006-12-18 02:24:00,0.21,0,247.03,0.8,0,0,0
2006-12-18 02:25:00,0.21,0,247.48,0.8,0,0,0
2006-12-18 02:26:00,0.212,0,247.91,0.8,0,0,0
2006-12-18 02:27:00,0.212,0,247.9,0.8,0,0,0
2006-12-18 02:28:00,0.304,0.112,247.44,1.4,0,0,0
2006-12-18 02:29:00,0.286,0.11,246.95,1.2,0,0,0
2006-12-18 02:30:00,0.286,0.106,245.8,1.2,0,0,0
2006-12-18 02:31:00,0.284,0.102,245.24,1.2,0,0,0
2006-12-18 02:32:00,0.284,0.106,246.04,1.2,0,0,0
2006-12-18 02:33:00,0.282,0.104,245.52,1.2,0,0,0
2006-12-18 02:34:00,0.282,0.104,245.72,1.2,0,0,0
2006-12-18 02:35:00,0.28,0.106,246.03,1.2,0,0,0
2006-12-18 02:36:00,0.26,0.076,246.11,1.2,0,0,0
2006-12-18 02:37:00,0.208,0,245.72,0.8,0,0,0
2006-12-18 02:38:00,0.264,0.056,245.9,1.2,0,0,0
2006-12-18 02:39:00,0.318,0.14,246.58,1.4,0,0,0
2006-12-18 02:40:00,0.312,0.138,245.93,1.4,0,0,0
2006-12-18 02:41:00,0.31,0.138,246.03,1.4,0,0,0
2006-12-18 02:42:00,0.308,0.138,245.98,1.4,0,0,0
